qual	method	off	on
84	gsnap	0.0	0.0
84	last	0.081425264132	0.729436349276
84	bis1	0.0743589003185	0.561841289293
84	bis2	0.0851252235773	0.628742865229
84	real_R1	0.0	0.0
84	bsmap	0.08141295236	0.611074087893
84	bsmooth	0.0	0.0
85	bwa	0.0	0.0
85	gsnap	0.0	0.0
85	last	0.0812316874752	0.729124945499
85	bis1	0.0743589003185	0.561841289293
85	bis2	0.0851252235773	0.628742865229
85	real_R1	0.0	0.0
85	bsmap	0.08141295236	0.611074087893
85	bsmooth	0.0	0.0
86	bwa	0.0	0.0
86	gsnap	0.0	0.0
86	last	0.0810254034874	0.728824914043
86	bis1	0.0743589003185	0.561841289293
86	bis2	0.0851252235773	0.628742865229
86	real_R1	0.0	0.0
86	bsmap	0.08141295236	0.611074087893
86	bsmooth	0.0	0.0
87	bwa	0.0	0.0
87	gsnap	0.0	0.0
87	last	0.0807147413841	0.728385991953
87	bis1	0.0743589003185	0.561841289293
87	bis2	0.0851252235773	0.628742865229
87	real_R1	0.0	0.0
87	bsmap	0.08141295236	0.611074087893
87	bsmooth	0.0	0.0
88	bwa	0.0	0.0
88	gsnap	0.0	0.0
88	last	0.0804970356319	0.728051892982
88	bis1	0.0743589003185	0.561841289293
88	bis2	0.0851252235773	0.628742865229
88	real_R1	0.0	0.0
88	bsmap	0.08141295236	0.611074087893
88	bsmooth	0.0	0.0
89	bwa	0.0	0.0
89	gsnap	0.0	0.0
89	last	0.0802501079629	0.727685457068
89	bis1	0.0743589003185	0.561841289293
89	bis2	0.0851252235773	0.628742865229
89	real_R1	0.0	0.0
