qual	method	off	on
209	gsnap	0.0	0.0
209	bis2	0.000581	0.850766
209	bsmooth	0.0	0.0
209	bis1	0.010036	0.861851
209	last	0.0001685	0.8163365
210	bwa	0.0	0.0
210	sim_R1.trim	0.0	0.0
210	bsmap	0.004633	0.9078105
210	gsnap	0.0	0.0
210	bis2	0.000581	0.850766
210	bsmooth	0.0	0.0
210	bis1	0.010036	0.861851
210	last	0.0001685	0.8163365
211	bwa	0.0	0.0
211	sim_R1.trim	0.0	0.0
211	bsmap	0.004633	0.9078105
211	gsnap	0.0	0.0
211	bis2	0.000581	0.850766
211	bsmooth	0.0	0.0
211	bis1	0.010036	0.861851
211	last	0.0001685	0.8163365
212	bwa	0.0	0.0
212	sim_R1.trim	0.0	0.0
212	bsmap	0.004633	0.9078105
212	gsnap	0.0	0.0
212	bis2	0.000581	0.850766
212	bsmooth	0.0	0.0
212	bis1	0.010036	0.861851
212	last	0.0001685	0.8163365
213	bwa	0.0	0.0
213	sim_R1.trim	0.0	0.0
213	bsmap	0.004633	0.9078105
213	gsnap	0.0	0.0
213	bis2	0.000581	0.850766
213	bsmooth	0.0	0.0
213	bis1	0.010036	0.861851
213	last	0.0001685	0.8163365
214	bwa	0.0	0.0
214	sim_R1.trim	0.0	0.0
214	bsmap	0.004633	0.9078105
214	gsnap	0.0	0.0
214	bis2	0.000581	0.850766
214	bsmooth	0.0	0.0
214	bis1	0.010036	0.861851
214	last	0.0001685	0.8163365
215	bwa	0.0	0.0
215	sim_R1.trim	0.0	0.0
215	bsmap	0.004633	0.9078105
215	gsnap	0.0	0.0
215	bis2	0.000581	0.850766
215	bsmooth	0.0	0.0
215	bis1	0.010036	0.861851
215	last	0.0001685	0.8163365
216	bwa	0.0	0.0
216	sim_R1.trim	0.0	0.0
216	bsmap	0.004633	0.9078105
216	gsnap	0.0	0.0
216	bis2	0.000581	0.850766
216	bsmooth	0.0	0.0
216	bis1	0.010036	0.861851
216	last	0.0001685	0.8163365
217	bwa	0.0	0.0
217	sim_R1.trim	0.0	0.0
217	bsmap	0.004633	0.9078105
217	gsnap	0.0	0.0
217	bis2	0.000581	0.850766
217	bsmooth	0.0	0.0
217	bis1	0.010036	0.861851
217	last	0.0001685	0.8163365
218	bwa	0.0	0.0
218	sim_R1.trim	0.0	0.0
218	bsmap	0.004633	0.9078105
218	gsnap	0.0	0.0
218	bis2	0.000581	0.850766
218	bsmooth	0.0	0.0
218	bis1	0.010036	0.861851
218	last	0.0001685	0.8163365
219	bwa	0.0	0.0
219	sim_R1.trim	0.0	0.0
219	bsmap	0.004633	0.9078105
219	gsnap	0.0	0.0
219	bis2	0.000581	0.850766
219	bsmooth	0.0	0.0
219	bis1	0.010036	0.861851
219	last	0.0001685	0.8163365
220	bwa	0.0	0.0
220	sim_R1.trim	0.0	0.0
220	bsmap	0.004633	0.9078105
220	gsnap	0.0	0.0
220	bis2	0.000581	0.850766
220	bsmooth	0.0	0.0
220	bis1	0.010036	0.861851
220	last	0.0001685	0.8163365
221	bwa	0.0	0.0
221	sim_R1.trim	0.0	0.0
221	bsmap	0.004633	0.9078105
221	gsnap	0.0	0.0
221	bis2	0.000581	0.850766
221	bsmooth	0.0	0.0
221	bis1	0.010036	0.861851
221	last	0.0001685	0.8163365
222	bwa	0.0	0.0
222	sim_R1.trim	0.0	0.0
222	bsmap	0.004633	0.9078105
222	gsnap	0.0	0.0
222	bis2	0.000581	0.850766
222	bsmooth	0.0	0.0
222	bis1	0.010036	0.861851
222	last	0.0001685	0.8163365
223	bwa	0.0	0.0
223	sim_R1.trim	0.0	0.0
223	bsmap	0.004633	0.9078105
223	gsnap	0.0	0.0
223	bis2	0.000581	0.850766
223	bsmooth	0.0	0.0
223	bis1	0.010036	0.861851
223	last	0.0001685	0.8163365
224	bwa	0.0	0.0
224	sim_R1.trim	0.0	0.0
224	bsmap	0.004633	0.9078105
224	gsnap	0.0	0.0
224	bis2	0.000581	0.850766
224	bsmooth	0.0	0.0
224	bis1	0.010036	0.861851
224	last	0.0001685	0.8163365
225	bwa	0.0	0.0
225	sim_R1.trim	0.0	0.0
225	bsmap	0.004633	0.9078105
225	gsnap	0.0	0.0
225	bis2	0.000581	0.850766
225	bsmooth	0.0	0.0
225	bis1	0.010036	0.861851
225	last	0.0001685	0.8163365
226	bwa	0.0	0.0
226	sim_R1.trim	0.0	0.0
226	bsmap	0.004633	0.9078105
226	gsnap	0.0	0.0
226	bis2	0.000581	0.850766
226	bsmooth	0.0	0.0
226	bis1	0.010036	0.861851
226	last	0.0001685	0.8163365
227	bwa	0.0	0.0
227	sim_R1.trim	0.0	0.0
227	bsmap	0.004633	0.9078105
227	gsnap	0.0	0.0
227	bis2	0.000581	0.850766
227	bsmooth	0.0	0.0
227	bis1	0.010036	0.861851
227	last	0.0001685	0.8163365
228	bwa	0.0	0.0
228	sim_R1.trim	0.0	0.0
228	bsmap	0.004633	0.9078105
228	gsnap	0.0	0.0
228	bis2	0.000581	0.850766
228	bsmooth	0.0	0.0
228	bis1	0.010036	0.861851
228	last	0.0001685	0.8163365
229	bwa	0.0	0.0
229	sim_R1.trim	0.0	0.0
229	bsmap	0.004633	0.9078105
229	gsnap	0.0	0.0
229	bis2	0.000581	0.850766
229	bsmooth	0.0	0.0
229	bis1	0.010036	0.861851
229	last	0.0001685	0.8163365
230	bwa	0.0	0.0
230	sim_R1.trim	0.0	0.0
230	bsmap	0.004633	0.9078105
230	gsnap	0.0	0.0
230	bis2	0.000581	0.850766
230	bsmooth	0.0	0.0
230	bis1	0.010036	0.861851
230	last	0.0001685	0.8163365
231	bwa	0.0	0.0
231	sim_R1.trim	0.0	0.0
231	bsmap	0.004633	0.9078105
231	gsnap	0.0	0.0
231	bis2	0.000581	0.850766
231	bsmooth	0.0	0.0
231	bis1	0.010036	0.861851
231	last	0.0001685	0.8163365
232	bwa	0.0	0.0
232	sim_R1.trim	0.0	0.0
232	bsmap	0.004633	0.9078105
232	gsnap	0.0	0.0
232	bis2	0.000581	0.850766
232	bsmooth	0.0	0.0
232	bis1	0.010036	0.861851
232	last	0.0001685	0.8163365
233	bwa	0.0	0.0
233	sim_R1.trim	0.0	0.0
233	bsmap	0.004633	0.9078105
233	gsnap	0.0	0.0
233	bis2	0.000581	0.850766
233	bsmooth	0.0	0.0
233	bis1	0.010036	0.861851
233	last	0.0001685	0.8163365
234	bwa	0.0	0.0
234	sim_R1.trim	0.0	0.0
234	bsmap	0.004633	0.9078105
234	gsnap	0.0	0.0
234	bis2	0.000581	0.850766
234	bsmooth	0.0	0.0
234	bis1	0.010036	0.861851
234	last	0.0001685	0.8163365
235	bwa	0.0	0.0
235	sim_R1.trim	0.0	0.0
235	bsmap	0.004633	0.9078105
235	gsnap	0.0	0.0
235	bis2	0.000581	0.850766
235	bsmooth	0.0	0.0
235	bis1	0.010036	0.861851
235	last	0.0001685	0.8163365
236	bwa	0.0	0.0
236	sim_R1.trim	0.0	0.0
236	bsmap	0.004633	0.9078105
236	gsnap	0.0	0.0
236	bis2	0.000581	0.850766
236	bsmooth	0.0	0.0
236	bis1	0.010036	0.861851
236	last	0.0001685	0.8163365
237	bwa	0.0	0.0
237	sim_R1.trim	0.0	0.0
237	bsmap	0.004633	0.9078105
237	gsnap	0.0	0.0
237	bis2	0.000581	0.850766
237	bsmooth	0.0	0.0
237	bis1	0.010036	0.861851
237	last	0.0001685	0.8163365
238	bwa	0.0	0.0
238	sim_R1.trim	0.0	0.0
238	bsmap	0.004633	0.9078105
238	gsnap	0.0	0.0
238	bis2	0.000581	0.850766
238	bsmooth	0.0	0.0
238	bis1	0.010036	0.861851
238	last	0.0001685	0.8163365
239	bwa	0.0	0.0
239	sim_R1.trim	0.0	0.0
239	bsmap	0.004633	0.9078105
239	gsnap	0.0	0.0
239	bis2	0.000581	0.850766
239	bsmooth	0.0	0.0
239	bis1	0.010036	0.861851
239	last	0.0001685	0.8163365
240	bwa	0.0	0.0
240	sim_R1.trim	0.0	0.0
240	bsmap	0.004633	0.9078105
240	gsnap	0.0	0.0
240	bis2	0.000581	0.850766
240	bsmooth	0.0	0.0
240	bis1	0.010036	0.861851
240	last	0.0001685	0.8163365
241	bwa	0.0	0.0
241	sim_R1.trim	0.0	0.0
241	bsmap	0.004633	0.9078105
241	gsnap	0.0	0.0
241	bis2	0.000581	0.850766
241	bsmooth	0.0	0.0
241	bis1	0.010036	0.861851
241	last	0.0001685	0.8163365
242	bwa	0.0	0.0
242	sim_R1.trim	0.0	0.0
242	bsmap	0.004633	0.9078105
242	gsnap	0.0	0.0
242	bis2	0.000581	0.850766
242	bsmooth	0.0	0.0
242	bis1	0.010036	0.861851
242	last	0.0001685	0.8163365
243	bwa	0.0	0.0
243	sim_R1.trim	0.0	0.0
243	bsmap	0.004633	0.9078105
243	gsnap	0.0	0.0
243	bis2	0.000581	0.850766
243	bsmooth	0.0	0.0
243	bis1	0.010036	0.861851
243	last	0.0001685	0.8163365
244	bwa	0.0	0.0
244	sim_R1.trim	0.0	0.0
244	bsmap	0.004633	0.9078105
244	gsnap	0.0	0.0
244	bis2	0.000581	0.850766
244	bsmooth	0.0	0.0
244	bis1	0.010036	0.861851
244	last	0.0001685	0.8163365
245	bwa	0.0	0.0
245	sim_R1.trim	0.0	0.0
245	bsmap	0.004633	0.9078105
245	gsnap	0.0	0.0
245	bis2	0.000581	0.850766
245	bsmooth	0.0	0.0
245	bis1	0.010036	0.861851
245	last	0.0001685	0.8163365
246	bwa	0.0	0.0
246	sim_R1.trim	0.0	0.0
246	bsmap	0.004633	0.9078105
246	gsnap	0.0	0.0
246	bis2	0.000581	0.850766
246	bsmooth	0.0	0.0
246	bis1	0.010036	0.861851
246	last	0.0001685	0.8163365
247	bwa	0.0	0.0
247	sim_R1.trim	0.0	0.0
247	bsmap	0.004633	0.9078105
247	gsnap	0.0	0.0
247	bis2	0.000581	0.850766
247	bsmooth	0.0	0.0
247	bis1	0.010036	0.861851
247	last	0.0001685	0.8163365
248	bwa	0.0	0.0
248	sim_R1.trim	0.0	0.0
248	bsmap	0.004633	0.9078105
248	gsnap	0.0	0.0
248	bis2	0.000581	0.850766
248	bsmooth	0.0	0.0
248	bis1	0.010036	0.861851
248	last	0.0001685	0.8163365
249	bwa	0.0	0.0
249	sim_R1.trim	0.0	0.0
249	bsmap	0.004633	0.9078105
249	gsnap	0.0	0.0
249	bis2	0.000581	0.850766
249	bsmooth	0.0	0.0
249	bis1	0.010036	0.861851
249	last	0.0001685	0.8163365
250	bwa	0.0	0.0
250	sim_R1.trim	0.0	0.0
250	bsmap	0.004633	0.9078105
250	gsnap	0.0	0.0
250	bis2	0.000581	0.850766
250	bsmooth	0.0	0.0
250	bis1	0.010036	0.861851
250	last	0.0001685	0.8163365
251	bwa	0.0	0.0
251	sim_R1.trim	0.0	0.0
251	bsmap	0.004633	0.9078105
251	gsnap	0.0	0.0
251	bis2	0.000581	0.850766
251	bsmooth	0.0	0.0
251	bis1	0.010036	0.861851
251	last	0.0001685	0.8163365
252	bwa	0.0	0.0
252	sim_R1.trim	0.0	0.0
252	bsmap	0.004633	0.9078105
252	gsnap	0.0	0.0
252	bis2	0.000581	0.850766
252	bsmooth	0.0	0.0
252	bis1	0.010036	0.861851
252	last	0.0001685	0.8163365
253	bwa	0.0	0.0
253	sim_R1.trim	0.0	0.0
253	bsmap	0.004633	0.9078105
253	gsnap	0.0	0.0
253	bis2	0.000581	0.850766
253	bsmooth	0.0	0.0
253	bis1	0.010036	0.861851
253	last	0.0001685	0.8163365
254	bwa	0.0	0.0
254	sim_R1.trim	0.0	0.0
254	bsmap	0.004633	0.9078105
254	gsnap	0.0	0.0
254	bis2	0.000581	0.850766
254	bsmooth	0.0	0.0
254	bis1	0.010036	0.861851
254	last	0.0001685	0.8163365
255	bwa	0.0	0.0
255	sim_R1.trim	0.0	0.0
255	bsmap	0.004633	0.9078105
255	gsnap	0.0	0.0
255	bis2	0.000581	0.850766
255	bsmooth	0.0	0.0
255	bis1	0.010036	0.861851
255	last	0.0	0.0
